annual_income,employment_status,employment_length,additional_income,dti_ratio,credit_score,payment_history,credit_history_length,credit_accounts,credit_utilization,recent_inquiries,bankruptcies,collections,credit_mix,total_assets,bank_balance,investments,real_estate,debt_obligations,monthly_expenses,age,education,residential_status,time_at_address,marital_status,loan_purpose,loan_amount,collateral,relationship_length,industry,risk_category
84770.24765637552,Employed,2.115362759758592,0.0,0.4677766611416524,850.0,686.5058371787126,514.5299880569909,343.51467491528035,-429.0803745577483,-258.040832628624,0,-342.588004513693,257.0556287450845,113391.81381075083,10336.678216941267,37381.90770439427,1,25714.644595330006,2754.9046985856953,42.18639396452718,Bachelor,Own,4.365976393945833,Married,Personal,50744.99101308333,Yes,0.8030404538643086,Finance,Low Risk
54350.82050807825,Employed,2.8946780748053125,18574.827749906464,0.580838897349352,686.9265718729534,549.6578900408593,411.88132322610073,274.6000178493372,-342.79499969084384,-206.5304456841107,0,-273.8547434724623,205.62342384252239,92386.08665159487,5587.7399483574445,5655.242897210766,1,7415.304773829175,1729.5058659347237,42.30450045116358,Bachelor,Own,4.324677704622937,Single,Personal,38409.453177918425,No,2.1423916987669434,Other,High Risk
94219.45582608967,Employed,3.575866507372646,0.0,0.28705244556104104,693.9108528494716,555.5603824007604,415.6048571188211,278.36788093153206,-347.5826453940394,-207.3765716444313,1,-277.4855570461864,207.44681369356172,198386.93009788162,10358.241215058802,62560.89115103994,0,30567.992043489565,4243.482157457471,46.14694288383877,Bachelor,Own,3.7289888507768043,Married,Auto,13528.662735818361,Yes,3.689854159255758,Other,Low Risk
173880.03727690087,Employed,10.387669028812471,3839.831236159904,0.3713616493524884,730.9175964903959,584.7595735098754,438.81521940092387,292.1246341406698,-366.4360835042494,-219.39965341725556,0,-292.4134844996507,219.63396998942156,332939.5331650887,24850.89748892523,103472.02094181308,0,52433.78242614124,9708.414185806943,44.735942556366716,Bachelor,Rent,7.684848139118254,Single,Home,44702.8332694594,Yes,9.780367730010687,Finance,Low Risk
50822.40795029232,Employed,1.767646163674327,713.8930208195271,0.5256221916817925,748.8464451406737,599.082537149197,448.9529413382286,299.51994863520895,-375.150235688705,-225.34044500985883,0,-299.25680034498725,223.5247740431053,106184.9929167754,4944.208682237644,8126.142346517034,0,18015.904926376745,2902.4594480681617,45.01373213913506,Master,Rent,16.350985718110607,Married,Home,60421.765088442495,Yes,3.1755078034993844,Finance,High Risk
50822.99202721965,Employed,3.367154283799634,0.0,0.26699970997500744,708.4892558227378,566.7551449010564,425.4502592056085,282.5302356765556,-353.9028024357732,-212.23306519497748,0,-283.8983527715999,212.17459626726705,62075.65109916549,8564.119113722083,48484.14832285045,1,26618.795610070283,2419.846604172954,21.252526527517016,Master,Rent,18.490404252842882,Married,Auto,32128.80973969314,Yes,0.7646275834990398,Education,High Risk
180854.65395882225,Employed,9.606189195189724,0.0,0.1711286224854077,758.2173747520128,606.6844955690395,454.7337708857733,303.1455997908318,-379.15907468776595,-226.92855444111854,0,-302.95881883147723,228.0189737038014,360515.2162303933,-21.723390570336424,49592.442934301274,1,55315.11978442873,10908.032105754593,40.6322048791902,High School,Own,8.21794144835785,Married,Home,104195.67569319364,Yes,1.0645686587658159,Healthcare,Low Risk
102457.59763971662,Self-employed,3.525767067535974,3101.9910364102593,0.24094091561634454,640.301440848704,512.234741026666,384.8712476979266,255.51602854382074,-320.9500806929173,-192.09183327972096,0,-256.02991903099905,192.36865695050938,97993.93818465671,3508.514821443039,69565.68787089862,0,25201.268802158564,5548.808668145895,48.93388740133782,PhD,Own,7.683531032074636,Married,Business,26195.522575100014,Yes,2.9373295116849074,Education,Low Risk
43103.86425000391,Employed,6.477486309300869,1529.3773115647869,0.549561414904194,661.6955787628638,529.359104839304,396.4439445021262,264.8858699038855,-330.79795686625715,-199.37256230831858,0,-265.462249213838,197.5394697903511,58104.92118328242,8211.47258233585,19937.061016638636,0,17078.815811213866,2183.5342109998187,37.462357330894505,High School,Rent,1.306427215198954,Divorced,Personal,67636.16979561305,No,1.7519784850497437,Other,High Risk
87534.82826902848,Employed,4.008296610490186,0.0,0.17969655423091888,758.124347528982,606.5030439951869,455.2837787187302,302.25119969867984,-379.2241664527241,-229.21986014331443,0,-304.0267338622631,226.08661052219637,132557.44383569347,7012.6565622063135,87026.84500565671,1,26152.95918577582,5541.3558676874045,29.658180763707335,High School,Own,4.998239250767612,Married,Home,88473.95187086168,Yes,6.2765916249818465,Other,Low Risk
43286.99900725212,Employed,5.503733091250853,0.0,0.264610530503391,700.5471557391737,560.410802877441,420.68983046862934,280.80679485241063,-349.9938305714931,-210.79473772379822,0,-280.81004370960454,209.40169107885254,46691.44376351931,4969.9086356952685,33606.356418773634,0,12276.366139815595,2192.6126583748155,38.61974935314223,Master,Rent,6.513386418881495,Married,Auto,51108.51163123846,Yes,1.9560586917295564,Healthcare,High Risk
43216.998148506165,Contract,3.733036452997346,0.0,0.33232015525017033,636.8774697495668,509.380241239223,382.3371124251257,254.22828407917424,-318.041601673061,-190.3252600493447,1,-254.44339982740973,189.53858428912804,69113.23431981634,7029.507971892572,7370.636554163227,0,20688.953859881825,1846.671851666411,40.80991874483583,Master,Own,0.8501564201553651,Married,Personal,28798.005500314768,No,1.722247102597975,Education,High Risk
70924.66881075306,Employed,7.641946729010918,3564.272070980322,0.52355661174546,633.8731034191396,507.1821040429511,379.8769565718888,254.61971858777292,-315.67747223206203,-189.4879406486125,0,-253.75164900552625,190.22610539981366,151668.6185237389,8309.70921736922,74180.02861830025,1,26601.51494596571,3391.7186047418295,23.2738611850273,High School,Own,20.683060391461698,Single,Home,54603.93902714071,Yes,2.848166805945634,Healthcare,Low Risk
15688.82302761255,Self-employed,1.3020694378871482,0.0,0.5688566418264873,659.4529597327647,527.5053582732085,395.88423616778226,264.6036383291372,-330.3175552764496,-198.39312085169948,0,-263.7962035872901,197.51423664231154,40525.457307892364,2285.086556007876,1881.9824944977186,0,3213.728429189732,624.3388342830954,33.40544552254181,Bachelor,Own,4.19238247069057,Single,Home,28401.903107173777,No,3.8440824533886455,Other,High Risk
17900.02730489616,Employed,3.351306913827468,8070.37257598694,0.3129051548166274,700.1062771078958,560.2077575868808,420.11451616105614,280.3638981244521,-350.98451863364727,-210.19702589397798,0,-279.22271935543523,209.76411878719563,31007.46442347646,2340.9836203787872,3261.5982499985453,1,3720.0423147031756,859.638761210079,48.60399616367015,High School,Rent,2.2465105138222756,Married,Auto,54974.75219869638,No,2.768867634101509,Finance,High Risk
40392.472790826796,Employed,5.681743508510368,0.0,0.5659770241767578,723.3689784863394,578.7173363148571,433.2892846076386,288.4247974957721,-361.38993047137666,-216.52223159757037,0,-289.08190211029665,217.36796901151982,67521.85110400022,6024.376084740792,39868.80117100852,0,6724.031934343404,1689.1113000014514,44.79677001907292,Bachelor,Own,1.959288296208841,Single,Auto,72651.67668700765,No,1.968355457281574,Education,High Risk
29466.76260464013,Employed,6.868571821682556,0.0,0.18072954742887729,683.5470000027931,546.7602850269686,410.7515091975697,273.0420666861567,-341.2801436828848,-205.16101707091718,0,-273.8043067267761,205.67563571238216,57161.47990933436,3673.0634696110824,14489.430434749122,1,5597.486407228758,1080.5997417160095,43.40961580270562,PhD,Rent,5.4670742246760335,Single,Business,56847.60580739569,No,0.8966270999944506,Healthcare,High Risk
74605.77028136609,Employed,14.796077297951232,0.0,0.1784261459481852,719.249959461976,575.7129336505878,431.41173111081883,287.16221020870984,-360.2628269234652,-215.11956379537995,0,-288.2922416824811,215.9417801184025,139212.03225892512,10187.89872910962,44289.56945851824,1,30799.818599699596,3373.357072512993,58.41050712142863,High School,Own,6.254516649823911,Married,Auto,34705.86928242488,Yes,0.7267853671376923,Education,Low Risk
31709.866171485897,Contract,3.2778255697584733,0.0,0.574625409817399,678.1466756653192,542.496878015146,407.4804924776013,270.7959944079343,-339.7107022423086,-203.5120603796423,0,-271.07560681408114,203.2879783125146,47359.5622628623,2251.505858302329,19879.277654868944,1,7901.3884625450455,1108.3508363610733,41.808548234123855,High School,Own,13.054248284567787,Married,Auto,40172.26621386655,Yes,2.2448775767363283,Technology,High Risk
22278.72372729239,Contract,14.637480686780918,0.0,0.3548400667641656,761.1960100808459,609.0813726675891,456.69054146846673,305.4244753538562,-380.4258218969178,-228.0216846657927,0,-305.0610454819843,227.86712164915116,50590.62312571582,2810.5513152885674,3942.978360157677,0,2705.2619092592186,1280.7750242582617,41.74524882446778,Master,Own,2.225582668741561,Single,Business,176301.08973435208,Yes,1.0935636650208496,Healthcare,High Risk
167034.24633424595,Employed,2.645290631008503,3456.6576839608692,0.19295391767697698,827.5920047286178,661.9336072016958,496.94813326249016,330.9452156168286,-412.9387609547587,-248.5035453909771,0,-330.28498518666515,248.031999580701,309489.4521977814,16365.501414187936,177753.56883869375,0,57753.82823735806,9415.117987549056,54.04786366963348,PhD,Own,4.29625021507221,Married,Business,176674.3991936979,Yes,3.5290172316543686,Education,Low Risk
51121.30360770272,Employed,12.973607859573864,1566.8924252585932,0.34399518528778095,680.3693633957788,543.8903828503968,407.8778079927712,271.75302706730236,-340.6229860729344,-204.65955707479424,0,-272.0002813034353,204.2559175653332,85397.61624855256,4889.6135111174435,59216.17963450762,0,16201.87728979794,3075.6961913047,39.83121281593536,High School,Rent,3.906545337335689,Divorced,Personal,48951.564245049216,Yes,1.608963787369439,Other,High Risk
62772.33583881528,Contract,8.619039929277212,0.0,0.49160557768952573,723.9966405399473,579.0839125984224,434.4837583056998,289.14991052782335,-361.95478687230076,-216.38300390446298,0,-289.52115232067547,217.84680919567703,107692.40465617763,1006.934898542572,-3799.0719564101432,1,16017.10276746238,2804.9351890787625,45.87715548874907,Master,Own,3.1556230433263845,Married,Auto,38631.81086071379,Yes,2.4188799673342607,Other,High Risk
22085.493508530526,Employed,2.1581106423272276,0.0,0.5134601828617619,719.9205412075056,575.5089432247246,432.0099015217544,287.64911383058654,-360.9098429671269,-217.02754038233573,0,-288.5411940416068,215.00349998204,70135.67727705016,1742.970813203509,8062.047206112855,1,5219.683318386869,1204.3503674757847,18.299701515834055,Bachelor,Rent,2.46389580680035,Married,Auto,54402.562340549914,Yes,4.837385819781467,Education,High Risk
40901.91215247747,Employed,5.729517892781415,7190.2876741248065,0.5319846283246211,706.9347713129963,565.5004444770332,424.03142237684074,283.09348022085,-353.566678427033,-212.5002187427951,0,-282.4022860195169,211.29088896857365,97648.23253014388,3815.370350003849,28793.244976755144,0,12342.89905297418,1578.2790468099136,46.12952809896437,Master,Rent,21.455563611292412,Married,Home,25087.65986048542,Yes,2.8279477317514314,Other,High Risk
64708.368341458816,Employed,4.301704465886509,0.0,0.38478545154370924,732.6625472670646,586.4237672165596,439.2498392346729,292.0887646745693,-366.3880975081913,-219.86480433832378,0,-292.38795178803383,219.79445975719182,118432.59935751745,11504.056679962427,30183.58476788446,1,19886.629648130758,2866.0762243143777,35.8294679212778,Bachelor,Own,9.04161228549265,Married,Auto,36553.4835050708,No,3.7928412410088455,Healthcare,Low Risk
26750.39439100365,Employed,7.392512583490981,0.0,0.5334730071839402,723.9410594489914,578.9717905547777,433.1379153770591,289.6353309455601,-361.2367595017936,-216.58125611485855,0,-289.6581863864513,215.70455136333183,20914.665542408147,2301.445805737,9015.035658852279,0,9099.452259888312,1611.7500349298207,39.0283440679047,PhD,Rent,4.851111426321,Married,Home,107327.26033500163,Yes,3.466235722961134,Education,High Risk
77884.99642361938,Employed,3.7486010957556926,0.0,0.3550151044016273,676.4473214807552,540.7366484130854,405.53008912505567,270.8330566920812,-338.5769996372471,-203.54941564643445,0,-270.02199281622114,203.13392552725207,89409.6244304159,8890.078570160118,52070.66499084616,0,9744.886950553862,4809.050194738494,57.76001137069183,High School,Rent,6.284894608294947,Married,Business,127748.2421741203,Yes,1.6967258714660405,Finance,Low Risk
39322.53004012233,Employed,3.50504380921292,0.0,0.4035299511955387,765.8272886311344,612.9618823031101,459.77657682411086,305.28969665614335,-382.5704391186544,-229.65939574371026,0,-306.5738169012023,230.48769032675983,80345.57846651255,6636.342749048257,27443.768158815747,1,7477.56011134543,2014.6727588567705,44.54691660954917,Master,Rent,9.732052590576027,Divorced,Business,131896.33495333025,No,1.597909037028384,Healthcare,High Risk
48816.047263100765,Employed,13.400280856939032,0.0,0.4793599011358226,710.0833123743388,567.9715789468062,425.4918956050472,283.18280879463083,-355.42753713675995,-213.9955573552293,0,-284.07069294977623,214.6758790830582,90536.60903346063,1860.6983412249192,49187.347269775804,0,12459.109378503004,2772.0258582758743,44.82950630626691,Bachelor,Rent,2.56219591151738,Married,Personal,21835.14267308753,Yes,9.122707392970918,Technology,High Risk
39293.14563958348,Employed,4.141356057956771,4458.898233492081,0.31271764635525423,680.7599790084819,544.6048355303518,407.98073394915764,272.2753671974014,-340.33482337365535,-203.91972579713905,0,-271.05237173260326,204.28544264465785,55951.39687074931,3176.8634165767266,-795.9213584447564,1,6546.774722107409,1873.294488368187,34.21872433836979,High School,Rent,2.130568427229768,Married,Home,75343.87233006558,Yes,4.638621478734238,Healthcare,High Risk
